Instance ID,Skeletal code,Co-authors associated with analyzing this sample,Skeletal element,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)","Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]","Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990�40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Confidence of archaeological and chronological contextualization for the genetic data for this individual,"Group ID (the suffix ""_lc"" indicates fewer than 15000 SNPs covered on the 1240k target set)",Included in population genetic analysis (also indicated if included in Figure 3),Locality,Excavation reference if available,Country or Region,Latitude,Longitude,Data type,Number of Libraries,Average coverage on autosomal targets,SNPs hit on autosomal targets,Genetic Sex,Family ID and position within family,Sum total of ROH segments >4cM from hapROH,Sum total of ROH segments >20cM from hapROH,Y chromosome haplogroup (called only for males with 1240K data and only if >50000 autosomal SNPs hit), mtDNA coverage ,mtDNA haplogroup only called if >2x coverage,mtDNA match to consensus if >2x coverage,Damage rate in first nucleotide on sequences overlapping 1240k targets for samples processed at Harvard; C->T_CpG_5 for samples processed in China,Xcontam ANGSD SNPs (only if male),Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and  SNPs > 200),ContamLD contamination 95% CI (Ccorrecting bias with damage-restricted sequences and only reported for samples covered by at least 100000 autosomal SNPs),Library type,LibraryID(s), Percent human sequences by library (computed on shotgun data) ,Qualitative assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3731,M125- L2 D,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,2,4.124141,961555,M,n/a (no relatives detected),38,0,O1a1a1a1-CTS1711, .. ,F3b1,..,..,..,"[0.005,0.014]","[0,0.003]","ds.UDG.half,ds.UDG.half","S3731.E1.L2,S3731.E1.L3"," 0.35220,0.34450 ",PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3727,M120- 2- L1 B,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,4.911046,941212,F,n/a (no relatives detected),0,0,n/a (female), 256 ,D6a2,"[0.990,0.997]",0.155,n/a (female),n/a (female),"[0,0.002]",ds.UDG.half,S3727.E1.L2, 0.4405 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3736,M173- L1 (Bag2),"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,2.207803,836454,M,n/a (no relatives detected),5,0,O1a1a1a1-CTS1711, 218 ,F4b1,"[0.993,0.999]",0.185,3627,"[0.001,0.006]","[0,0.006]",ds.UDG.half,S3736.E1.L2, 0.2151 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13692,M179,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.858957,564615,F,n/a (no relatives detected),25,0,n/a (female), 132 ,M7c1c3,"[0.981,0.995]",0.171,n/a (female),n/a (female),"[0,0]",ds.UDG.half,S13692.E1.L1, 0.0502 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I15158,M176,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.216079,222826,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),O1a2-F1081, 43 ,B4b1a2f,"[0.975,0.993]",0.166,123,n/a (<200 SNPs),"[0,0.004]",ds.UDG.half,S15158.Y1.E1.L1, 0.0133 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8074,M157- L1,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.099539,109395,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), 117 ,F3b1a+16093,"[0.995,1.000]",0.131,n/a (female),n/a (female),"[0,0.04]",ds.UDG.half,S8074.E1.L1, 0.0069 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14929,M92,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.07508,85603,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),O2a2b-F130, 41 ,B4a1a,"[0.981,0.997]",0.182,18,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ss.UDG.half,S14929.Y1.E1.L1, 0.0100 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14931,M95,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.064758,74355,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),O2a2-P201, 27 ,E1a1a1,"[0.954,0.983]",0.163,19,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ss.UDG.half,S14931.Y1.E1.L1, 0.0114 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8080,M36- L1,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.062401,71910,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),O1a1a1a-F518, 148 ,F3b1a+16093,"[0.997,1.000]",0.092,7,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S8080.E1.L1, 0.0135 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14933,M99,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.052295,60604,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),O1a2-F1081, 19 ,F3b1a,"[0.968,0.994]",0.154,21,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ss.UDG.half,S14933.Y1.E1.L1, 0.0942 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14934,M125,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.048961,56618,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),O1a1a1a1-CTS10963, 23 ,E2a,"[0.963,0.991]",0.147,9,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ss.UDG.half,S14934.Y1.E1.L1, 0.0214 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8076,M65- L1,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.038546,45091,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (<50000 SNPs), 71 ,R30,"[0.997,1.000]",0.111,6,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S8076.E1.L1, 0.0067 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I14925,M79,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.025075,28933,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), 35 ,M7b1a2a1,"[0.974,0.990]",0.169,n/a (female),n/a (female),n/a (<100000 SNPs covered so too low coverage to compute),ss.UDG.half,S14925.Y1.E1.L1, 0.0085 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3614,M34- L3 (Bag1),"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,5.59644,984714,M,n/a (no relatives detected),31,0,O2a2b2-CTS1366, 327 ,R,"[0.939,0.961]",0.128,7965,"[0.004,0.007]","[0,0.006]",ds.UDG.half,S3614.E1.L2, 0.7142 ,"PASS (the upper bound of the match rate to the mtDNA consensus is 0.961 but we deem the sample to be of high quality because the upper bound of the X chromosome estimate is <0.02 [0.004,0.007] and the upper bound of the contamLD estimate after damage correction is <0.02 [0,0.006])",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3728,M125-L2A + M125-L2B + M125L2C,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,Direct: IntCal20,1496,44,"401-538 calCE (1635�20 BP, PSUAMS-7949)",Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,2.942835,830696,F,n/a (no relatives detected),27,0,n/a (female), 220 ,F3b1a+16093,"[0.993,1.000]",0.191,n/a (female),n/a (female),"[0,0.002]",ds.UDG.half,S3730.E1.L2, 0.5553 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3619,M60,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,Direct: IntCal20,1473,38,"415-540 calCE (1610�25 BP, PSUAMS-2075)",Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,5.45287,965335,F,n/a (no relatives detected),131,27,n/a (female), 367 ,F3b1a+16093,"[0.984,0.993]",0.115,n/a (female),n/a (female),"[0,0]",ds.UDG.half,S3619.E1.L2, 0.4749 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8075,M166,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",bone,Direct: IntCal20,1459,37,"431-556 calCE (1570�20 BP, PSUAMS-7941)",Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,2.99315,735709,F,n/a (no relatives detected),17,0,n/a (female), 131 ,E2b,"[0.990,0.998]",0.186,n/a (female),n/a (female),"[0,0.004]",ds.UDG.half,S8075.E1.L1, 0.3724 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13695,M195,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,Direct: IntCal20,1459,37,"431-556 calCE (1570�20 BP, PSUAMS-8396)",Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.029383,34482,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (<50000 SNPs), 11 ,F4b,"[0.945,0.992]",0.234,5,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S13695.E1.L1, 0.0018 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8081,M116- L2,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,Direct: IntCal20,1409,34,"439-586 calCE (1540�15 BP, PSUAMS-7942)",Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.100525,112478,M,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),O1a1a1a-Z23466, 11 ,F3b1a2,"[0.967,0.999]",0.126,11,n/a (<200 SNPs),"[0,0.002]",ds.UDG.half,S8081.E1.L1, 0.0081 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3732,M142 A,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,Direct: IntCal20,1235,41,"660-774 calCE (1315�15 BP, PSUAMS-7939)",Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,3.610728,889714,F,n/a (no relatives detected),32,0,n/a (female), 225 ,F1a3a,"[0.989,0.996]",0.186,n/a (female),n/a (female),"[0,0]",ds.UDG.half,S3732.E1.L2, 0.4301 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I15156,M172-1,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben_1d.rel.I8072,No (first degree relative of another higher coverage individual in the dataset),"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.034077,39906,M,"Taiwan, Hanben, Blihun site Family A (2 members) (I15156-I8072 are 1st degree relatives)",n/a (too few SNPs),n/a (too few SNPs),n/a (<50000 SNPs), 7.8 ,D6a2,"[0.929,0.989]",0.231,3,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),ds.UDG.half,S15156.Y1.E1.L1, 0.0020 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8072,M172- 2,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",bone,"Context: Date(s) from same site (I3611, I3615, I3620, I3620, I3732, I8081, I13695, I8075, I3619, I3728, I3735, I3621, I3616, I3617)",1550,231,1-800 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,2,0.076918,87416,M,"Taiwan, Hanben, Blihun site Family A (2 members) (I15156-I8072 are 1st degree relatives)",n/a (too few SNPs),n/a (too few SNPs),O1a-Page20,14.179371,E1a1a,"[0.965,0.999]",0.184,26,n/a (<200 SNPs),n/a (<100000 SNPs covered so too low coverage to compute),"ds.UDG.half,ds.UDG.half","S8072.E1.L1,S15157.Y1.E1.L1", 0.0111 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8078,M155- L2,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",tooth,Context: 1d relationship with directly dated I3754,1575,43,300-450 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben_1d.rel.I3735,No (first degree relative of another higher coverage individual in the dataset),"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,1,0.136161,146901,M,"Taiwan, Hanben, Blihun site Family B (3members) (I8078-I3735 are 1st degree relatives; I3734 is 2nd or 3rd relative of I8078 and I3735)",n/a (too few SNPs),n/a (too few SNPs),O2a2b2-F3223, 33 ,E1a1,"[0.969,0.990]",0.135,54,n/a (<200 SNPs),"[0,0.087]",ds.UDG.half,S8078.E1.L1, 0.0092 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3734,M162- L1 (Bag1) A,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,Context: 1d relationship with directly dated I3754,1575,43,300-450 CE,Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,2,3.707348,939803,M,"Taiwan, Hanben, Blihun site Family B (3members) (I8078-I3735 are 1st degree relatives; I3734 is 2nd or 3rd relative of I8078 and I3735)",4,0,O2a2a1a2a2-Y26412, .. ,E1a,..,..,..,"[0.004,0.014]","[0,0.009]","ds.UDG.half,ds.UDG.half","S3734.E1.L2,S3734.E1.L3"," 0.27280,0.27990 ",PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I3735,M162- L1 (Bag2) A,"Yeh, Ivy (Hui-Yuan),Liu, Jiun-Yu; Liu, Yi-Chang; Wang, Chuan-Chao",petrous,Direct: IntCal20,1532,29,"376-532 calCE (1650�15 BP, PSUAMS-7940)",Confident - The genetic data clusters this individual with others from the Taiwan Iron Age context.,Taiwan_Hanben,Yes,"Hanben, Blihun site","Yi-Chang Liu. 2016. Institute of History and Philology, Academia Sinica.",Taiwan,24.32777778,121.7655556,1240K capture,2,3.727906,922440,F,"Taiwan, Hanben, Blihun site Family B (3members) (I8078-I3735 are 1st degree relatives; I3734 is 2nd or 3rd relative of I8078 and I3735)",19,0,n/a (female), .. ,E1a,..,..,n/a (female),n/a (female),"[0,0.003]","ds.UDG.half,ds.UDG.half","S3735.E1.L2,S3735.E1.L3"," 0.21770,0.21770 ",PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
